,0,1,2
0,-50.13,-345.36807495396613,0.45845459731661997
1,-38.99,-345.36807495396613,0.4873780079736982
2,-27.85,-345.36807495396613,0.4952581420852391
3,-16.71,-345.36807495396613,0.501679639698634
4,-5.57,-345.36807495396613,0.5033115347093586
5,5.57,-345.36807495396613,0.4975435833087835
6,16.71,-345.36807495396613,0.49320522982368714
7,27.85,-345.36807495396613,0.4897595690235696
8,38.99,-345.36807495396613,0.4814130627683033
9,50.13,-345.36807495396613,0.4741508382507667
10,-89.12,-335.72055195580754,0.4505372247721006
11,-77.98,-335.72055195580754,0.45699052403304996
12,-66.84,-335.72055195580754,0.45886361359046496
13,-55.7,-335.72055195580754,0.45523830998658377
14,-44.56,-335.72055195580754,0.48959093153548416
15,-33.42,-335.72055195580754,0.5031502130332736
16,-22.28,-335.72055195580754,0.5027460802056665
17,-11.14,-335.72055195580754,0.5114924101735732
18,0.0,-335.72055195580754,0.5092502304239557
19,11.14,-335.72055195580754,0.49948248715733357
20,22.28,-335.72055195580754,0.49735720359313706
21,33.42,-335.72055195580754,0.4899711324157685
22,44.56,-335.72055195580754,0.48089933618109604
23,55.7,-335.72055195580754,0.47041840728174056
24,66.84,-335.72055195580754,0.4606534585438282
25,77.98,-335.72055195580754,0.45022375058546416
26,89.12,-335.72055195580754,0.4361138012525286
27,-116.97,-326.07302895764883,0.42398592666137863
28,-105.83000000000001,-326.07302895764883,0.4456402181969138
29,-94.69,-326.07302895764883,0.45469083311336816
30,-83.55000000000001,-326.07302895764883,0.4529176264167638
31,-72.41,-326.07302895764883,0.46323297394218127
32,-61.27,-326.07302895764883,0.46545160475383185
33,-50.13,-326.07302895764883,0.482003739301592
34,-38.99,-326.07302895764883,0.5072385968733493
35,-27.85,-326.07302895764883,0.5189726751256264
36,-16.71,-326.07302895764883,0.5195478856337817
37,-5.57,-326.07302895764883,0.5184497380748972
38,5.57,-326.07302895764883,0.5135452257484195
39,16.71,-326.07302895764883,0.5050748880131875
40,27.85,-326.07302895764883,0.49765133889545093
41,38.99,-326.07302895764883,0.4908046189228343
42,50.13,-326.07302895764883,0.4822922059497914
43,61.27,-326.07302895764883,0.47310582421069497
44,72.41,-326.07302895764883,0.4629463521038271
45,83.55000000000001,-326.07302895764883,0.44198311897836484
46,94.69,-326.07302895764883,0.43149337838742796
47,105.83000000000001,-326.07302895764883,0.42075359658501665
48,116.97,-326.07302895764883,0.4129629982365397
49,-144.82,-316.42550595949024,0.4710504772016439
50,-133.68,-316.42550595949024,0.45637512715516315
51,-122.54,-316.42550595949024,0.4367031272697594
52,-111.4,-316.42550595949024,0.4547935964389207
53,-100.26,-316.42550595949024,0.4771455185619717
54,-89.12,-316.42550595949024,0.4691803723636067
55,-77.98,-316.42550595949024,0.46263663114766007
56,-66.84,-316.42550595949024,0.46818661362894176
57,-55.7,-316.42550595949024,0.4893805857500521
58,-44.56,-316.42550595949024,0.5150294655473755
59,-33.42,-316.42550595949024,0.532753416033106
60,-22.28,-316.42550595949024,0.5297815926113905
61,-11.14,-316.42550595949024,0.527852720981392
62,0.0,-316.42550595949024,0.5237880491646953
63,11.14,-316.42550595949024,0.5135932127837788
64,22.28,-316.42550595949024,0.5069747827931306
65,33.42,-316.42550595949024,0.49995978295087184
66,44.56,-316.42550595949024,0.4924781321474755
67,55.7,-316.42550595949024,0.4813233677078919
68,66.84,-316.42550595949024,0.4724869557057115
69,77.98,-316.42550595949024,0.4617064173301505
70,89.12,-316.42550595949024,0.4493020629190755
71,100.26,-316.42550595949024,0.4349648949821091
72,111.4,-316.42550595949024,0.4224066254017978
73,122.54,-316.42550595949024,0.41957374196445074
74,133.68,-316.42550595949024,0.4118118939479706
75,144.82,-316.42550595949024,0.40496092406997825
76,-161.53000000000003,-306.77798296133153,0.49553888284944964
77,-150.39000000000001,-306.77798296133153,0.49169018694743677
78,-139.25,-306.77798296133153,0.4832783905648891
79,-128.11,-306.77798296133153,0.4684933651909534
80,-116.97,-306.77798296133153,0.464665176315852
81,-105.83000000000001,-306.77798296133153,0.48118392892767503
82,-94.69,-306.77798296133153,0.49194988150371455
83,-83.55000000000001,-306.77798296133153,0.4763673418330503
84,-72.41,-306.77798296133153,0.46529498434100447
85,-61.27,-306.77798296133153,0.4883707044234193
86,-50.13,-306.77798296133153,0.5161194939073963
87,-38.99,-306.77798296133153,0.5355948390022436
88,-27.85,-306.77798296133153,0.5461436357026531
89,-16.71,-306.77798296133153,0.5406689121578381
90,-5.57,-306.77798296133153,0.5327195189288256
91,5.57,-306.77798296133153,0.5245364768698202
92,16.71,-306.77798296133153,0.516085150740079
93,27.85,-306.77798296133153,0.5084367161054739
94,38.99,-306.77798296133153,0.5004937314619262
95,50.13,-306.77798296133153,0.4919134900596895
96,61.27,-306.77798296133153,0.482029074080964
97,72.41,-306.77798296133153,0.4698132556625995
98,83.55000000000001,-306.77798296133153,0.45890564956774
99,94.69,-306.77798296133153,0.45572321377257563
100,105.83000000000001,-306.77798296133153,0.44101931807949085
101,116.97,-306.77798296133153,0.4321746873978143
102,128.11,-306.77798296133153,0.43126875553598415
103,139.25,-306.77798296133153,0.42150836492606136
